code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
390850007,On examination - no right diabetic retinopathy (situation),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
390853009,On examination - no left diabetic retinopathy (situation),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
390854003,On examination - diabetic maculopathy present both eyes (situation),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
390855002,On examination - diabetic maculopathy absent both eyes (situation),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
401191002,Diabetic foot examination (regime/therapy),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408409007,On examination - right eye background diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408410002,On examination - left eye background diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408411003,On examination - right eye preproliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408412005,On examination - left eye preproliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408413000,On examination - right eye proliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408414006,On examination - left eye proliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408415007,On examination - right eye diabetic maculopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
408416008,On examination - left eye diabetic maculopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
412752009,Diabetic foot examination declined (situation),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
414894003,On examination - left eye stable treated proliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
414910007,On examination - right eye stable treated proliferative diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
417677008,On examination - sight threatening diabetic retinopathy (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
677741000119109,Non-diabetic proliferative retinopathy of bilateral eyes (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
775841000000109,Diabetic retinopathy detected by national screening programme (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
1102351000000100,Ketosis-prone diabetes mellitus,SNOMED,1,Diabetes NOS,Ketosis-prone,
1102351000000105,Ketosis-prone diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Ketosis-prone,
890171006,Ketosis-prone diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Ketosis-prone,
'106281000119103,Pre-existing diabetes mellitus in mother complicating childbirth (disorder),SNOMED,1,Diabetes NOS,Related to childbirth/pregnancy,
10754881000119104,Diabetes mellitus in mother complicating childbirth (disorder),SNOMED,1,Diabetes NOS,Related to childbirth/pregnancy,
609563008,Pre-existing diabetes mellitus in pregnancy (disorder),SNOMED,1,Diabetes NOS,Related to childbirth/pregnancy,
315051004,Diabetes resolved (finding),SNOMED,1,Diabetes NOS,Remission,
703136005,Diabetes mellitus in remission (disorder),SNOMED,1,Diabetes NOS,Remission,
111552007,Diabetes mellitus without complication (disorder),SNOMED,1,Diabetes NOS,,
11530004,Brittle diabetes mellitus (finding),SNOMED,1,Diabetes NOS,,
170745003,Diabetic on diet only (finding),SNOMED,1,Diabetes NOS,,
170747006,Diabetic on insulin (finding),SNOMED,1,Diabetes NOS,,
170763003,Diabetic - good control (finding),SNOMED,1,Diabetes NOS,,
190329007,Diabetes mellitus with hyperosmolar coma (disorder),SNOMED,1,Diabetes NOS,,
198121000000103,Hypoglycaemic warning impaired (disorder),SNOMED,1,Diabetes NOS,,
198131000000101,Hypoglycaemic warning good (disorder),SNOMED,1,Diabetes NOS,,
230573007,Diabetic distal sensorimotor polyneuropathy (disorder),SNOMED,1,Diabetes NOS,,
230578003,Diabetic truncal radiculopathy (disorder),SNOMED,1,Diabetes NOS,,
237622006,Poor glycemic control (disorder),SNOMED,1,Diabetes NOS,,
237650006,Insulin resistance in diabetes (disorder),SNOMED,1,Diabetes NOS,,
25907005,Diabetic gangrene (disorder),SNOMED,1,Diabetes NOS,,
267467004,Diabetes mellitus (& [ketoacidosis]) (disorder),SNOMED,1,Diabetes NOS,,
268519009,Diabetic - poor control (finding),SNOMED,1,Diabetes NOS,,
311366001,Kimmelstiel-Wilson syndrome (disorder),SNOMED,1,Diabetes NOS,,
385041000000108,Diabetes mellitus with multiple complications (disorder),SNOMED,1,Diabetes NOS,,
385051000000106,Pre-existing diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
407569005,Patient on maximal tolerated therapy for diabetes (finding),SNOMED,1,Diabetes NOS,,
426875007,Latent autoimmune diabetes mellitus in adult (disorder),SNOMED,1,Diabetes NOS,,
429729007,Diabetic education completed (situation),SNOMED,1,Diabetes NOS,,
446641003,Renal cysts and diabetes syndrome (disorder),SNOMED,1,Diabetes NOS,,
54181000,Diabetes-nephrosis syndrome (disorder),SNOMED,1,Diabetes NOS,,
658011000000104,Diabetes mellitus with other specified manifestation (disorder),SNOMED,1,Diabetes NOS,,
709147009,Gingivitis co-occurrent with diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
716031000000106,Excepted from diabetes quality indicators - informed dissent (finding),SNOMED,1,Diabetes NOS,,
716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
717421000000100,Excepted from diabetes quality indicators - patient unsuitable (finding),SNOMED,1,Diabetes NOS,,
729981000000105,Renal cysts and diabetes syndrome (disorder),SNOMED,1,Diabetes NOS,,
73211009,Diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
735199000,History of diabetes related lower limb amputation (situation),SNOMED,1,Diabetes NOS,,
773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),SNOMED,1,Diabetes NOS,,
783722008,Myopathy and diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
80660001,Mauriac's syndrome (disorder),SNOMED,1,Diabetes NOS,,
894741000000107,Hypoglycaemic warning absent (disorder),SNOMED,1,Diabetes NOS,,
